City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
616,Porto Belo,BR,69.69,broken clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
619,Roma,US,74.43,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
620,Saint-Raymond,CA,65.91,moderate rain,45.467,-73.6095,Le Chabrol Hôtel et Suites
622,Bubaque,GW,81.32,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
627,Maxixe,MZ,82.22,clear sky,-23.8597,35.3472,Oceano
628,Hamilton,US,76.41,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
629,North Myrtle Beach,US,78.03,fog,33.816,-78.68,Avista Resort
630,Shasta Lake,US,74.8,clear sky,40.6804,-122.3708,Shasta Dam Motel
633,Winneba,GH,84.67,light rain,5.3511,-0.6231,Windy Lodge & Beach Resort
634,Humaita,BR,80.8,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
635,Boo,SE,70.03,broken clouds,59.3333,18.2833,Yasuragi
637,Beeville,US,81.95,overcast clouds,28.4008,-97.7483,"Holiday Inn Express & Suites Beeville, an IHG Hotel"
638,Minas Novas,BR,74.08,clear sky,-17.2186,-42.5903,J K Palace Hotel
639,Camacha,PT,68.76,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
640,Tateyama,JP,76.01,moderate rain,34.9833,139.8667,Tateyama Seaside Hotel
643,Kijabe,KE,69.4,light rain,-0.933,36.5758,Moffat Guesthouse
644,Klyuchi,RU,65.08,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
645,Pailon,BO,74.88,broken clouds,-17.65,-62.75,Alojamiento pailon
647,Karratha,AU,66.51,few clouds,-20.7377,116.8463,ibis Styles Karratha
648,Jinchang,CN,76.23,few clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
650,Punta,PH,78.28,scattered clouds,8.9897,125.34,Vyjannex boarding house
653,Timra,SE,67.71,few clouds,62.487,17.3257,Bergefors park
654,Kokopo,PG,76.6,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
655,Bud,US,75.97,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
659,Dzaoudzi,YT,82.29,clear sky,-12.7887,45.2699,Le Rocher
662,Kalmunai,LK,84.4,overcast clouds,7.4167,81.8167,VS Villa
667,Mana,GF,79.39,clear sky,5.6592,-53.7767,LE SAMANA
669,Caluquembe,AO,79.92,overcast clouds,-13.7833,14.6833,Hotel Kalukembe
670,Nishihara,JP,80.65,scattered clouds,26.1842,127.7558,Minshuku Agaihama
672,Santo Antonio Do Ica,BR,76.42,clear sky,-3.1022,-67.9397,HOTEL AMAZON WAY
673,East Stroudsburg,US,75.99,overcast clouds,40.9995,-75.1813,Hampton Inn Stroudsburg/Poconos
675,Torrington,US,72.55,overcast clouds,41.8007,-73.1212,The Yankee Pedlar Inn
676,Bacolod,PH,79.93,overcast clouds,10.6667,122.95,Planta Hotel & Residences
677,Kawambwa,ZM,81.91,clear sky,-9.7915,29.0791,"Uphill Country Lodge, Kawambwa"
678,Taitung,TW,80.87,scattered clouds,22.7583,121.1444,Taitung Bali Suites Hotel
679,Isiro,CD,84.65,overcast clouds,2.7739,27.616,Guest House Hewa Bora
680,Nuevitas,CU,78.24,clear sky,21.5453,-77.2644,Hotel Caonaba
681,Trenggalek,ID,76.01,scattered clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
682,Morristown,US,70.0,overcast clouds,36.214,-83.2949,Days Inn by Wyndham Morristown
686,Banda Aceh,ID,79.81,light rain,5.5577,95.3222,Sulthan Hotel International
687,Davila,PH,84.18,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
689,Poienile De Sub Munte,RO,76.14,clear sky,47.8167,24.4333,"Pensiunea ""La Petrecica"""
690,Grand-Santi,GF,81.48,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
693,Manyana,BW,75.45,clear sky,-23.4,21.7167,
696,Panacan,PH,82.51,overcast clouds,9.2463,118.4082,Mom's Place Resort
700,Dehui,CN,68.31,overcast clouds,44.5333,125.7,Chunyi Hotel
701,Priladozhskiy,RU,78.46,overcast clouds,59.85,31.4833,Grand Putilovo Plaza Royal: Resort & SPA
703,Kalabo,ZM,84.85,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
704,Manaure,CO,82.51,overcast clouds,11.7751,-72.4445,Hotel Palaaima
705,Aurangabad,IN,82.33,overcast clouds,19.8833,75.3333,OYO Rooms 012 Kushal Nagar
706,Yatou,CN,70.97,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
709,Khandyga,RU,66.2,few clouds,62.6667,135.6,Apel'sin
710,Kourou,GF,82.45,few clouds,5.1552,-52.6478,Lodge Takini 4
712,El Alto,PE,66.07,clear sky,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
714,Ukiah,US,71.65,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
