City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Dunedin,NZ,2021-06-23 16:06:04,-45.8742,170.5036,44.8,80,100,1.01
289,Guerrero Negro,MX,2021-06-23 16:06:05,27.9769,-114.0611,70.99,71,4,5.32
290,Pangoa,PE,2021-06-23 16:03:15,-12.1167,-73.0,79.57,63,34,1.74
291,Itanhaem,BR,2021-06-23 16:06:06,-24.1831,-46.7889,74.25,79,85,6.53
292,Kidal,ML,2021-06-23 16:06:07,18.4411,1.4078,106.88,8,54,6.51
293,Bathsheba,BB,2021-06-23 16:06:07,13.2167,-59.5167,83.37,64,99,14.23
294,Bilibino,RU,2021-06-23 16:01:50,68.0546,166.4372,57.22,66,14,1.32
295,Zeya,RU,2021-06-23 16:06:08,53.75,127.2667,59.16,95,26,0.89
296,Zyryanka,RU,2021-06-23 16:06:09,65.75,150.85,54.68,70,81,1.97
297,Komsomolskiy,UZ,2021-06-23 16:06:10,40.4272,71.7189,83.62,16,0,6.91
298,Coquimbo,CL,2021-06-23 16:02:03,-29.9533,-71.3436,56.07,69,100,7.31
299,Hobyo,SO,2021-06-23 16:06:11,5.3505,48.5268,78.15,79,99,25.57
300,El Cope,PA,2021-06-23 16:06:12,8.6167,-80.6,78.26,68,99,3.53
301,Berezovyy,RU,2021-06-23 16:06:13,51.6667,135.7,54.12,92,57,2.15
302,Saint-Pierre,RE,2021-06-23 16:06:14,-21.3393,55.4781,69.48,72,0,17.27
303,Marzuq,YE,2021-06-23 16:06:15,14.4,46.4667,82.6,40,99,8.68
304,Manono,CD,2021-06-23 16:06:15,-7.3,27.4167,84.02,33,10,3.29
305,Huarmey,PE,2021-06-23 16:06:17,-10.0681,-78.1522,69.66,70,37,11.48
306,Yalova,TR,2021-06-23 16:06:17,40.655,29.2769,79.54,72,14,2.46
307,Maldonado,UY,2021-06-23 16:02:43,-34.6667,-54.9167,63.23,79,52,17.6
308,Sao Joao Da Barra,BR,2021-06-23 16:06:19,-21.6403,-41.0511,75.29,63,10,15.59
309,Nykoping,SE,2021-06-23 16:04:29,58.753,17.0079,70.72,77,75,6.91
310,Bayeux,BR,2021-06-23 16:06:20,-7.125,-34.9322,84.83,70,40,13.8
311,Garissa,KE,2021-06-23 16:06:21,-0.4536,39.6401,82.92,46,81,19.98
312,Beringovskiy,RU,2021-06-23 16:06:21,63.05,179.3167,43.2,80,97,6.42
313,Vardo,NO,2021-06-23 16:06:22,70.3705,31.1107,51.55,81,20,9.22
314,Owensboro,US,2021-06-23 16:05:23,37.7742,-87.1133,76.17,46,1,5.75
315,Gamba,GA,2021-06-23 16:04:17,-2.65,10.0,75.27,80,100,6.53
316,Kangaatsiaq,GL,2021-06-23 16:06:24,68.3065,-53.4641,41.54,92,100,18.28
317,Taltal,CL,2021-06-23 16:06:24,-25.4,-70.4833,56.84,81,68,4.47
318,Noumea,NC,2021-06-23 16:03:29,-22.2763,166.4572,69.01,99,96,10.45
319,Kamina,CD,2021-06-23 16:06:25,-8.7386,24.9906,74.66,39,35,5.5
320,North Bend,US,2021-06-23 16:06:26,43.4065,-124.2243,61.25,91,90,5.75
321,Luderitz,NA,2021-06-23 16:06:27,-26.6481,15.1594,61.02,71,0,15.1
322,Teya,RU,2021-06-23 16:06:28,60.3778,92.6267,53.69,98,100,0.78
323,Ust-Kulom,RU,2021-06-23 16:06:29,61.6864,53.6902,76.44,60,53,1.99
324,Marawi,PH,2021-06-23 16:06:29,7.9986,124.2928,72.64,94,100,2.15
325,Cockburn Town,TC,2021-06-23 16:06:30,21.4612,-71.1419,80.96,76,100,17.54
326,Oyama,JP,2021-06-23 16:06:30,36.3,139.8,71.04,88,67,3.0
327,Pemangkat,ID,2021-06-23 16:06:31,1.1667,108.9667,80.33,80,94,5.12
328,Tbilisskaya,RU,2021-06-23 16:06:22,45.3633,40.19,82.38,55,28,1.72
329,Nicoya,CR,2021-06-23 16:06:32,10.1483,-85.452,83.75,68,79,4.12
330,Sukhumi,GE,2021-06-23 16:06:28,43.0033,41.0153,74.19,84,5,5.03
331,Matara,LK,2021-06-23 16:06:33,5.9485,80.5353,77.68,88,98,10.04
332,Sao Joao De Pirabas,BR,2021-06-23 16:06:34,-0.7747,-47.1772,85.26,63,23,7.61
333,Vanderhoof,CA,2021-06-23 16:06:35,54.0166,-124.0198,56.43,78,100,3.06
334,Camacha,PT,2021-06-23 16:06:35,33.0833,-16.3333,68.76,56,75,13.8
335,Rocha,UY,2021-06-23 16:02:38,-34.4833,-54.3333,60.58,79,48,15.79
336,Muros,ES,2021-06-23 16:06:37,42.7762,-9.0603,69.67,58,46,15.48
337,Dingle,PH,2021-06-23 16:06:37,10.9995,122.6711,77.45,88,100,3.24
338,Kipini,KE,2021-06-23 16:06:38,-2.5257,40.5262,76.59,82,46,13.09
339,Nadym,RU,2021-06-23 16:06:38,65.5333,72.5167,39.74,87,100,2.51
340,Nova Londrina,BR,2021-06-23 16:06:39,-22.7658,-52.985,76.14,55,12,16.11
341,Quchan,IR,2021-06-23 16:02:15,37.106,58.5095,73.26,19,0,12.53
342,Kibala,TD,2021-06-23 16:06:40,9.1104,18.3463,82.89,58,58,6.62
343,Dangriga,BZ,2021-06-23 16:06:41,16.9692,-88.2321,87.98,78,77,12.15
344,Hailar,CN,2021-06-23 16:06:42,49.2,119.7,62.94,65,38,6.58
345,Mehamn,NO,2021-06-23 16:06:42,71.0357,27.8492,51.98,69,60,13.58
346,Safranbolu,TR,2021-06-23 16:06:43,41.2508,32.6942,73.49,67,41,4.18
347,Touros,BR,2021-06-23 16:06:43,-5.1989,-35.4608,86.9,53,5,17.94
348,Aksarka,RU,2021-06-23 16:06:45,66.5606,67.7975,56.3,46,21,8.3
349,Iralaya,HN,2021-06-23 16:06:45,15.0,-83.2333,84.47,69,17,9.75
350,Iqaluit,CA,2021-06-23 16:06:46,63.7506,-68.5145,38.7,69,94,13.0
351,Ola,RU,2021-06-23 16:05:30,59.5833,151.2833,48.45,89,100,5.37
352,Khani,GE,2021-06-23 16:06:47,41.9563,42.9566,67.57,84,15,4.5
353,Novomykolayivka,UA,2021-06-23 16:06:48,47.9781,35.9102,84.25,60,94,4.29
354,Udachnyy,RU,2021-06-23 16:06:49,66.4167,112.4,65.55,64,62,11.97
355,Nacozari,MX,2021-06-23 16:06:49,25.3366,-108.2574,87.12,58,20,9.04
356,Voi,KE,2021-06-23 16:06:50,-3.3945,38.563,74.3,57,81,13.31
357,Lulea,SE,2021-06-23 16:06:50,65.5842,22.1547,64.47,68,0,5.75
358,Tuy Hoa,VN,2021-06-23 16:06:51,13.0833,109.3,82.08,73,96,7.72
359,Sitka,US,2021-06-23 16:06:51,57.0531,-135.33,53.49,82,75,0.0
360,Ballina,AU,2021-06-23 16:06:52,-28.8667,153.5667,57.78,98,95,7.07
361,Kota Kinabalu,MY,2021-06-23 16:02:39,5.9749,116.0724,80.58,83,20,5.75
362,Alice Springs,AU,2021-06-23 16:06:53,-23.7,133.8833,42.35,100,75,6.91
363,Natal,BR,2021-06-23 16:02:07,-5.795,-35.2094,84.63,53,4,15.73
364,Sept-Iles,CA,2021-06-23 16:06:55,50.2001,-66.3821,63.05,67,83,8.01
365,Sandwick,GB,2021-06-23 16:06:56,60.0,-1.25,55.22,88,75,5.75
366,Lalmohan,BD,2021-06-23 16:06:56,22.3384,90.7419,83.14,81,97,15.03
367,Hendersonville,US,2021-06-23 16:06:57,36.3048,-86.62,78.51,45,3,1.99
368,Lata,PT,2021-06-23 16:06:58,40.1629,-8.3327,79.36,45,0,10.36
369,Katsuura,JP,2021-06-23 16:06:58,35.1333,140.3,71.11,86,81,8.57
370,Kushima,JP,2021-06-23 16:06:59,31.4583,131.2333,69.78,91,1,4.05
371,Baturaja,ID,2021-06-23 16:06:59,-4.1333,104.1667,73.49,99,100,1.74
372,Igarka,RU,2021-06-23 16:03:46,67.4667,86.5833,46.99,74,100,7.45
373,Betioky,MG,2021-06-23 16:07:00,-23.7167,44.3833,67.86,39,1,4.18
374,Murakami,JP,2021-06-23 16:07:01,38.2333,139.4833,63.63,97,97,2.46
375,Santa Rosa,PH,2021-06-23 16:02:10,14.3122,121.1114,79.11,89,100,4.65
376,Yagodnoye,RU,2021-06-23 16:07:02,62.55,149.6667,48.24,85,100,1.28
377,Shimoda,JP,2021-06-23 16:07:03,34.6667,138.95,72.16,88,14,9.17
378,Cornereva,RO,2021-06-23 16:07:03,45.0667,22.4167,82.2,51,0,6.17
379,Kokkola,FI,2021-06-23 16:07:05,63.8385,23.1307,62.76,91,0,11.5
380,Aktau,KZ,2021-06-23 16:06:20,43.65,51.2,88.38,26,76,1.97
381,Sabanalarga,CO,2021-06-23 16:07:07,10.6296,-74.9206,83.07,59,98,6.55
382,Toora-Khem,RU,2021-06-23 16:07:07,52.4675,96.11,47.75,98,92,3.47
383,Kiwira,TZ,2021-06-23 16:07:08,-9.1667,33.5333,57.31,94,46,3.47
384,Beloha,MG,2021-06-23 16:07:09,-25.1667,45.05,66.27,62,0,8.59
385,Ocos,GT,2021-06-23 16:07:11,14.5094,-92.1933,84.7,86,100,13.31
386,Novikovo,RU,2021-06-23 16:07:11,51.1537,37.8879,81.43,71,100,4.16
387,Kahului,US,2021-06-23 16:07:12,20.8947,-156.47,76.84,80,20,5.75
388,Cabo San Lucas,MX,2021-06-23 16:07:13,22.8909,-109.9124,88.81,54,20,3.44
389,Sharhorod,UA,2021-06-23 16:07:14,48.7383,28.085,84.83,78,85,7.4
390,Pumiao,CN,2021-06-23 16:07:16,22.75,108.4833,78.71,95,100,6.71
391,Denpasar,ID,2021-06-23 16:03:53,-8.65,115.2167,82.06,89,75,16.11
392,Zarinsk,RU,2021-06-23 16:07:18,53.7074,84.9493,49.84,93,58,7.25
393,Joensuu,FI,2021-06-23 16:03:49,62.6012,29.7632,84.69,54,50,11.5
394,Memari,IN,2021-06-23 16:07:20,23.2,88.1167,85.93,78,78,10.76
395,Iwaki,JP,2021-06-23 16:07:20,37.05,140.8833,67.77,90,90,1.01
396,Vredendal,ZA,2021-06-23 16:07:21,-31.6683,18.5012,59.31,67,98,8.59
397,Khed,IN,2021-06-23 16:07:23,17.7167,73.3833,79.57,85,98,1.77
398,Gazli,UZ,2021-06-23 16:07:25,40.1333,63.45,87.15,13,0,10.8
399,Lillooet,CA,2021-06-23 16:07:27,50.6856,-121.942,80.15,50,21,1.1
400,Conceicao Do Araguaia,BR,2021-06-23 16:07:37,-8.2578,-49.2647,91.81,39,57,3.42
401,Turukhansk,RU,2021-06-23 16:03:27,65.8167,87.9833,51.87,74,100,11.79
402,Yakymivka,UA,2021-06-23 16:03:56,46.6897,35.1536,77.92,69,89,4.36
403,Bambous Virieux,MU,2021-06-23 16:07:41,-20.3428,57.7575,68.22,59,5,15.79
404,Hoquiam,US,2021-06-23 16:07:43,46.9809,-123.8893,59.45,65,75,6.91
405,Nantucket,US,2021-06-23 16:07:43,41.2835,-70.0995,71.26,57,1,14.97
406,Tongren,CN,2021-06-23 16:07:44,27.7172,109.1853,74.05,81,93,2.26
407,Cernesti,RO,2021-06-23 16:07:47,47.5167,23.75,92.82,67,5,4.0
408,Barra Do Garcas,BR,2021-06-23 16:07:48,-15.89,-52.2567,92.68,23,2,8.59
409,Ngaoundere,CM,2021-06-23 16:07:50,7.3167,13.5833,73.06,74,88,3.04
410,Neuquen,AR,2021-06-23 16:03:40,-38.9516,-68.0591,52.45,72,100,3.29
411,Abu Samrah,SY,2021-06-23 16:07:52,35.3029,37.1841,86.5,30,0,14.43
412,Atasu,KZ,2021-06-23 16:07:53,48.6814,71.6433,57.61,81,100,13.4
413,Camocim,BR,2021-06-23 16:07:54,-2.9022,-40.8411,88.52,51,0,9.84
414,Buraydah,SA,2021-06-23 16:07:55,26.326,43.975,99.97,8,1,9.22
415,Aksu,CN,2021-06-23 16:07:56,41.1231,80.2644,77.54,28,24,8.75
416,Karwar,IN,2021-06-23 16:07:57,14.8,74.1333,79.36,82,86,5.91
417,Bubaque,GW,2021-06-23 16:07:58,11.2833,-15.8333,80.87,80,24,11.27
418,Sisimiut,GL,2021-06-23 16:07:58,66.9395,-53.6735,45.34,83,100,35.77
419,Aswan,EG,2021-06-23 16:08:01,24.0934,32.907,104.5,10,1,12.97
420,Taixing,CN,2021-06-23 16:08:02,32.1667,120.0136,82.0,56,100,4.0
421,Cartagena,CO,2021-06-23 16:08:03,10.3997,-75.5144,83.82,84,75,8.05
422,Xam Nua,LA,2021-06-23 16:08:03,20.4197,104.0439,70.21,90,100,2.44
423,Cidreira,BR,2021-06-23 16:08:04,-30.1811,-50.2056,63.09,82,84,16.62
424,Porto Nacional,BR,2021-06-23 16:04:43,-10.7081,-48.4172,93.2,27,13,5.91
425,Kapoeta,SS,2021-06-23 16:08:06,4.7717,33.5903,86.34,33,45,11.65
426,Ajdabiya,LY,2021-06-23 16:08:06,30.7554,20.2263,92.86,27,0,18.95
427,Codrington,AU,2021-06-23 16:08:07,-38.2667,141.9667,48.69,95,43,10.36
428,Ostrovnoy,RU,2021-06-23 16:08:07,68.0531,39.5131,43.43,86,99,10.49
429,Richards Bay,ZA,2021-06-23 16:08:08,-28.783,32.0377,65.35,61,12,2.59
430,Fez,MA,2021-06-23 16:06:20,34.0372,-4.9998,88.05,21,0,5.75
431,Sinnamary,GF,2021-06-23 16:08:09,5.3833,-52.95,82.45,60,67,7.49
432,Ucluelet,CA,2021-06-23 16:08:10,48.9329,-125.5528,55.09,92,82,5.73
433,Pisco,PE,2021-06-23 16:08:10,-13.7,-76.2167,69.85,68,90,8.05
434,Djibo,BF,2021-06-23 16:08:11,14.1022,-1.6306,99.75,24,23,11.5
435,Tessalit,ML,2021-06-23 16:08:12,20.1986,1.0114,108.23,7,29,13.13
436,Evensk,RU,2021-06-23 16:08:12,61.95,159.2333,45.52,84,74,3.51
437,North Vernon,US,2021-06-23 16:08:13,39.0062,-85.6236,74.39,46,51,8.32
438,Elat,IL,2021-06-23 16:08:13,29.5581,34.9482,98.44,19,0,18.41
439,Amqui,CA,2021-06-23 16:08:14,48.4638,-67.4313,59.14,45,16,13.31
440,Kalabo,ZM,2021-06-23 16:08:14,-14.97,22.6814,68.79,35,4,3.44
441,Puerto Maldonado,PE,2021-06-23 16:03:16,-12.6,-69.1833,84.99,52,67,4.38
442,Houston,US,2021-06-23 16:06:38,29.7633,-95.3633,90.91,79,75,5.01
443,Frontera,MX,2021-06-23 16:08:16,26.9333,-101.45,82.33,76,40,0.0
444,Oranjemund,NA,2021-06-23 16:08:17,-28.55,16.4333,58.78,76,0,9.8
445,Baghmara,IN,2021-06-23 16:08:18,23.795,86.2085,83.97,72,73,8.99
446,Santa Isabel,BR,2021-06-23 16:08:18,-23.3156,-46.2214,66.65,57,71,8.61
447,Anapolis,BR,2021-06-23 16:04:17,-16.3267,-48.9528,81.07,30,0,9.19
448,Wajima,JP,2021-06-23 16:08:20,37.4,136.9,64.87,83,45,1.95
449,Harper,LR,2021-06-23 16:08:20,4.375,-7.7169,76.93,89,100,8.39
450,Altay,CN,2021-06-23 16:08:21,47.8667,88.1167,49.8,70,73,4.54
451,Ada,US,2021-06-23 16:08:21,43.4166,-116.1262,75.74,55,1,7.0
452,Adre,TD,2021-06-23 16:08:22,13.4667,22.2,85.89,38,100,14.54
453,Lufilufi,WS,2021-06-23 16:08:23,-13.8745,-171.5986,76.78,78,95,14.79
454,Manado,ID,2021-06-23 16:08:23,1.487,124.8455,74.17,100,20,2.3
455,Phuket,TH,2021-06-23 16:07:22,8.0,98.25,87.01,81,20,5.75
456,Lahat,ID,2021-06-23 16:08:24,-3.8,103.5333,73.06,98,100,2.06
457,Puerto Ayacucho,VE,2021-06-23 16:08:25,5.6639,-67.6236,79.7,77,93,5.19
458,Paita,PE,2021-06-23 16:08:26,-5.0892,-81.1144,73.96,70,20,10.18
459,Gorgan,IR,2021-06-23 16:05:50,36.8387,54.4348,85.96,51,0,11.5
460,Kasli,RU,2021-06-23 16:08:27,55.8909,60.7616,59.18,71,1,2.64
461,Taoudenni,ML,2021-06-23 16:08:27,22.6783,-3.9836,113.81,6,1,9.73
462,Kamaishi,JP,2021-06-23 16:08:28,39.2667,141.8833,61.59,92,98,5.77
463,Henties Bay,NA,2021-06-23 16:08:29,-22.116,14.2845,60.85,79,1,13.73
464,Upernavik,GL,2021-06-23 16:08:29,72.7868,-56.1549,49.84,45,0,7.67
465,Kamariotissa,GR,2021-06-23 16:08:30,40.4833,25.4667,86.05,69,0,1.74
466,Qadian,IN,2021-06-23 16:08:30,31.8178,75.3919,94.68,14,22,4.47
467,Santa Maria,BR,2021-06-23 16:06:44,-29.6842,-53.8069,59.99,80,100,6.58
468,Celestun,MX,2021-06-23 16:08:31,20.8667,-90.4,87.62,62,92,8.48
469,Castelbuono,IT,2021-06-23 16:08:33,37.932,14.0886,98.67,46,53,2.26
470,Ilhabela,BR,2021-06-23 16:08:34,-23.7781,-45.3581,69.08,76,74,6.02
471,San Patricio,US,2021-06-23 16:04:50,28.017,-97.5169,86.09,59,2,9.95
472,Gravdal,NO,2021-06-23 16:08:37,68.1214,13.5031,56.88,76,75,13.8
473,La Plata,AR,2021-06-23 16:04:00,-34.9215,-57.9545,61.99,82,71,10.51
474,Ratnagiri,IN,2021-06-23 16:08:39,16.9833,73.3,81.0,80,99,5.39
475,Kupang,ID,2021-06-23 16:08:40,-10.1667,123.5833,76.48,89,56,6.73
476,Shorewood,US,2021-06-23 16:08:41,41.52,-88.2017,68.25,77,90,9.22
477,Abu Dhabi,AE,2021-06-23 16:07:44,24.4667,54.3667,98.71,66,0,9.22
478,Poyarkovo,RU,2021-06-23 16:08:44,49.6,128.6833,60.06,93,61,2.42
479,Rio Claro,BR,2021-06-23 16:08:45,-22.4114,-47.5614,79.79,41,42,6.17
480,Mulege,MX,2021-06-23 16:08:46,26.8833,-111.9833,87.98,39,5,1.48
481,Creve Coeur,US,2021-06-23 16:08:46,38.6609,-90.4226,79.92,45,20,8.01
482,Tual,ID,2021-06-23 16:08:47,-5.6667,132.75,81.68,76,36,7.45
483,Korla,CN,2021-06-23 16:08:47,41.7597,86.1469,77.54,26,2,8.41
484,La Macarena,CO,2021-06-23 16:08:48,2.1837,-73.7849,75.97,88,100,3.4
485,Salym,RU,2021-06-23 16:08:49,60.0625,71.4789,45.46,72,69,5.86
486,Glace Bay,CA,2021-06-23 16:08:49,46.1969,-59.957,70.9,92,100,10.0
487,Verkhnyaya Inta,RU,2021-06-23 16:08:50,65.9811,60.3094,65.05,55,69,1.97
488,Flin Flon,CA,2021-06-23 16:08:51,54.7682,-101.865,62.44,72,75,9.22
489,Tiznit,MA,2021-06-23 16:08:51,29.5833,-9.5,71.73,54,0,11.81
490,Port Hardy,CA,2021-06-23 16:08:52,50.6996,-127.4199,55.58,88,90,3.44
491,Ilo,PE,2021-06-23 16:08:53,-17.6394,-71.3375,65.26,77,90,8.05
492,Pyaozerskiy,RU,2021-06-23 16:08:54,65.8333,31.1667,63.52,76,100,7.9
493,Sungaipenuh,ID,2021-06-23 16:08:55,-2.0833,101.3833,63.09,98,88,3.27
494,Eureka,US,2021-06-23 16:07:25,40.8021,-124.1637,59.2,88,3,1.01
495,Ozerki,RU,2021-06-23 16:08:56,57.6167,39.8833,89.62,45,0,4.47
496,Guangyuan,CN,2021-06-23 16:08:57,32.442,105.823,73.44,84,60,3.44
497,Catio,GW,2021-06-23 16:08:58,11.2833,-15.25,89.17,55,49,11.27
498,Tomatlan,MX,2021-06-23 16:09:00,19.9333,-105.25,82.18,75,100,1.21
499,Astana,KZ,2021-06-23 16:05:25,51.1801,71.446,57.15,51,0,13.42
500,Kerouane,GN,2021-06-23 16:09:01,9.2667,-9.0167,87.71,49,100,5.08
501,Novovasylivka,UA,2021-06-23 16:09:02,46.8315,35.7536,78.22,68,84,5.06
502,Brus Laguna,HN,2021-06-23 16:09:02,15.75,-84.4833,90.52,49,82,7.87
503,Sao Jose Da Coroa Grande,BR,2021-06-23 16:09:04,-8.8978,-35.1478,81.07,67,60,10.51
504,Lompoc,US,2021-06-23 16:09:06,34.6391,-120.4579,69.57,82,90,0.0
505,Sorland,NO,2021-06-23 16:09:06,67.667,12.6934,55.47,84,100,15.17
506,Shimanovsk,RU,2021-06-23 16:09:08,52.0,127.7,63.79,95,95,2.39
507,Elko,US,2021-06-23 16:09:09,41.0002,-115.5012,74.73,36,84,5.01
508,Palu,ID,2021-06-23 16:09:10,-0.8917,119.8707,75.42,94,55,3.09
509,Aleksandrovsk,RU,2021-06-23 16:09:10,59.158,57.5624,67.8,43,4,2.73
510,Dubbo,AU,2021-06-23 16:09:11,-32.25,148.6167,53.73,94,90,0.0
511,Camapua,BR,2021-06-23 16:09:13,-19.5314,-54.0439,91.35,26,19,10.07
512,Rawson,AR,2021-06-23 16:09:14,-43.3002,-65.1023,56.34,66,81,25.43
513,Orumiyeh,IR,2021-06-23 16:06:11,37.5527,45.0761,84.0,20,0,5.14
514,Iacu,BR,2021-06-23 16:09:15,-12.7672,-40.2117,87.1,37,77,6.38
515,Owasso,US,2021-06-23 16:09:16,36.2695,-95.8547,82.06,65,1,10.0
516,Portales,US,2021-06-23 16:08:05,34.1862,-103.3344,90.28,30,16,1.99
517,Kikwit,CD,2021-06-23 16:09:18,-5.041,18.8162,90.36,25,59,4.85
518,Eyl,SO,2021-06-23 16:09:19,7.9803,49.8164,78.06,77,92,21.7
519,Dombegyhaz,HU,2021-06-23 16:09:20,46.3333,21.1333,97.9,20,0,6.93
520,Qeshm,IR,2021-06-23 16:09:21,26.9581,56.2719,94.87,75,0,6.22
521,Inuvik,CA,2021-06-23 16:09:23,68.3499,-133.7218,54.32,59,9,2.82
522,Hassleholm,SE,2021-06-23 16:09:25,56.1591,13.7664,75.34,60,99,10.47
523,Tripoli,LY,2021-06-23 16:09:26,32.8752,13.1875,92.77,43,3,15.14
524,Rundu,NA,2021-06-23 16:09:26,-17.9333,19.7667,66.15,30,0,4.16
525,Neya,RU,2021-06-23 16:09:27,58.2972,43.8681,84.42,52,0,3.44
526,Alugan,PH,2021-06-23 16:09:28,12.2188,125.4808,80.17,85,100,8.55
527,Chara,RU,2021-06-23 16:05:32,56.9064,118.2631,58.87,75,66,1.5
528,Cartagena Del Chaira,CO,2021-06-23 16:09:30,1.3349,-74.8429,78.06,83,98,2.8
529,Epe,NG,2021-06-23 16:09:31,6.5841,3.9834,79.5,81,100,6.87
530,Alyangula,AU,2021-06-23 16:09:31,-13.8483,136.4192,74.79,89,31,6.17
531,Tigil,RU,2021-06-23 16:09:33,57.8,158.6667,47.19,87,100,3.44
532,Nemuro,JP,2021-06-23 16:09:33,43.3236,145.575,50.74,95,70,7.0
533,Meulaboh,ID,2021-06-23 16:09:34,4.1363,96.1285,78.08,77,99,3.22
534,Olivenza,ES,2021-06-23 16:09:34,38.6832,-7.103,85.32,23,3,5.59
535,Sayyan,YE,2021-06-23 16:09:35,15.1718,44.3244,73.38,24,95,10.94
536,Acapulco,MX,2021-06-23 16:07:36,16.8634,-99.8901,85.82,70,75,5.75
537,Fare,PF,2021-06-23 16:09:36,-16.7,-151.0167,79.79,72,8,10.29
538,Wilmington,US,2021-06-23 16:05:27,34.2257,-77.9447,81.93,61,20,14.97
539,Nogent-Le-Rotrou,FR,2021-06-23 16:07:10,48.3333,1.0,60.85,72,100,12.19
540,Ketchikan,US,2021-06-23 16:09:38,55.3422,-131.6461,54.05,89,100,0.6
541,Rockingham,US,2021-06-23 16:09:38,42.9668,-71.0995,71.94,47,0,1.01
542,High Level,CA,2021-06-23 16:09:39,58.5169,-117.136,63.23,46,13,7.9
543,Constitucion,CL,2021-06-23 16:09:39,-35.3333,-72.4167,53.91,85,89,3.91
544,Vestmannaeyjar,IS,2021-06-23 16:09:40,63.4427,-20.2734,59.99,47,0,16.11
545,Leningradskaya,RU,2021-06-23 16:07:22,46.3214,39.3877,83.57,58,6,5.46
546,Churapcha,RU,2021-06-23 16:09:41,62.0025,132.4325,64.35,64,91,5.32
547,Si Satchanalai,TH,2021-06-23 16:09:42,17.5169,99.7598,80.38,74,100,4.76
548,Lillesand,NO,2021-06-23 16:09:43,58.2488,8.3778,68.34,68,0,8.05
549,Calabar,NG,2021-06-23 16:09:43,4.9517,8.322,79.61,79,92,2.89
550,Sambava,MG,2021-06-23 16:09:44,-14.2667,50.1667,72.63,72,0,13.8
551,Vanavara,RU,2021-06-23 16:09:44,60.34,102.2797,57.92,70,57,4.36
552,Laishevo,RU,2021-06-23 16:09:46,55.4046,49.5504,86.22,75,73,8.79
553,Conde,BR,2021-06-23 16:09:47,-7.2597,-34.9075,83.66,70,40,13.8
